airBAND#,TAG #,st,E,A,AD,Sex,Mo,Dy,Yr,PT,TR,F,rg,Location,BANDITLOC,lat,LAT_DEC,long,LONG_DEC,Type
73803681,A33,3,39,4,,0,8,5,2007,PT ,,6,79,"7  W OF LEOVILLE, ",,533,53.58333,1074,-107.75,band
73803682,A34,3,39,4,,0,8,5,2007,PT ,,6,79,"LEOVILLE, ",,533,53.58333,1073,-107.58333,band
73803683,A35,3,39,4,,0,8,5,2007,PT ,,6,79,"LEOVILLE, ",,533,53.58333,1073,-107.58333,band
73803684,A36,3,39,4,,0,8,5,2007,PT ,,6,79,"PASCAL, ",,533,53.58333,1070,-107.08333,band
73803685,A37,3,39,4,,0,8,5,2007,PT ,,6,79,"PASCAL, ",,533,53.58333,1070,-107.08333,band
73803686,A38,3,39,4,,0,8,5,2007,PT ,,6,79,"7  E OF DEBDEN, ",,533,53.58333,1064,-106.75,band
73803687,A39,3,39,4,,0,8,5,2007,PT ,,6,79,"11 E OF BIG RIVER, ",,534,53.75,1064,-106.75,band
73803688,A40,3,39,4,,0,8,5,2007,PT ,,6,79,"11 E OF BIG RIVER, ",,534,53.75,1064,-106.75,band
73803689,A41,3,39,4,,0,8,6,2007,PT ,,6,79,7  E PADDOCKWOOD,,533,53.58333,1052,-105.41667,band
73803690,A42,3,39,4,,0,8,6,2007,PT ,,6,79,7  E PADDOCKWOOD,,533,53.58333,1052,-105.41667,band
73803691,A43,3,39,4,,0,8,6,2007,PT ,,6,79,"Dana, ",,521,52.25,1054,-105.75,band
73803692,A44,3,39,4,,0,8,6,2007,PT ,,6,79,"Dana, ",,521,52.25,1054,-105.75,band
73803693,H99,3,39,4,D,0,8,6,2007,PT ,,6,79,"YELLOW CREEK, ",,524,52.75,1051,-105.25,band
73803694,A45,3,39,4,,0,8,8,2007,PT ,,6,79,"6 N Maidstone, ",,531,53.25,1091,-109.25,band
73803695,A46,3,39,4,,0,8,8,2007,PT ,,6,79,"6 N Maidstone, ",,531,53.25,1091,-109.25,band
73803696,A47,3,39,4,,0,8,8,2007,PT ,,6,79,"5 S Onion Lake, ",,533,53.58333,1095,-109.91667,band
73803697,A48,3,39,4,,0,8,8,2007,PT ,,6,79,"5 S Onion Lake, ",,533,53.58333,1095,-109.91667,band
73803698,A49,3,39,4,,0,8,10,2007,PT ,,6,79,"11 S OF HOLBEIN, ",,530,53.08333,1061,-106.25,band
73803699,A50,3,39,4,,0,8,10,2007,PT ,,6,79,"11 S OF HOLBEIN, ",,530,53.08333,1061,-106.25,band
73803700,A51,3,39,4,,0,8,11,2007,PT ,,6,79,"15 N Garrick, ",,534,53.75,1041,-104.25,band
73803701,A52,3,39,4,,0,8,11,2007,PT ,,6,79,"15 N Garrick, ",,534,53.75,1041,-104.25,band
73803702,A53,3,39,4,,0,8,11,2007,PT ,,6,79,"8 W Pas Trail, ",,533,53.58333,1035,-103.91667,band
73803703,A54,3,39,4,,0,8,11,2007,PT ,,6,79,"8 W Pas Trail, ",,533,53.58333,1035,-103.91667,band
73803704,A55,3,39,4,,0,8,11,2007,PT ,,6,79,14 E CARROT RIVER,,531,53.25,1031,-103.25,band
73803705,A56,3,39,4,,0,8,11,2007,PT ,,6,79,14 E CARROT RIVER,,531,53.25,1031,-103.25,band
73803706,A57,3,39,4,,0,8,11,2007,PT ,,6,79,11 E OF ARBORFIELD,,530,53.08333,1032,-103.41667,band
73803707,A58,3,39,4,,0,8,11,2007,PT ,,6,79,11 E OF ARBORFIELD,,530,53.08333,1032,-103.41667,band
73803708,A59,3,39,4,,0,8,11,2007,PT ,,6,45,"Dropmore, MB",,510,51.08333,1012,-101.41667,band
73803709,A60,3,39,4,,0,8,11,2007,PT ,,6,45,"Dropmore, MB",,510,51.08333,1012,-101.41667,band
73803710,A61,3,39,4,,0,8,11,2007,PT ,,6,45,"Shellmouth, MB",,505,50.91667,1012,-101.41667,band
73803711,A62,3,39,4,,0,8,11,2007,PT ,,6,45,"Shellmouth, MB",,505,50.91667,1012,-101.41667,band
73803712,T99 ,3,39,4,,0,8,12,2007,PT ,,6,79,"Grayson, ",,504,50.75,1023,-102.58333,band
73803713,A63,3,39,4,,0,8,12,2007,PT ,,6,79,"9 N OF CARLYLE LK, ",,494,49.75,1021,-102.25,band
73803714,A64,3,39,4,,0,8,12,2007,PT ,,6,79,"9 N OF CARLYLE LK, ",,494,49.75,1021,-102.25,band
73803715,A65,3,39,4,,0,8,15,2007,PT ,,6,79,"St. Brieux, ",,523,52.58333,1045,-104.91667,band
73803716,A66,3,39,4,,0,8,15,2007,PT ,,6,79,"St. Brieux, ",,523,52.58333,1045,-104.91667,band
73803717,A67,3,39,4,,0,8,15,2007,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73803718,A68,3,39,4,,0,8,15,2007,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73803719,A69,3,39,4,,0,8,15,2007,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73803720,A70,3,39,4,D,0,8,15,2007,PT ,,6,79,"11 S OF CHELAN, ",,522,52.41667,1032,-103.41667,band
73803721,A71,3,39,4,,0,8,15,2007,PT ,,6,79,"4 S Norquay, ",,514,51.75,1020,-102.08333,band
73803722,A72,3,39,4,,0,8,15,2007,PT ,,6,79,"4 S Norquay, ",,514,51.75,1020,-102.08333,band
73803723,A73,3,39,4,,0,8,16,2007,PT ,,6,79,"LEROSS, ",,511,51.25,1035,-103.91667,band
73803724,A74,3,39,4,,0,8,16,2007,PT ,,6,79,"LEROSS, ",,511,51.25,1035,-103.91667,band
73803725,A75,3,39,4,,0,8,23,2007,PT ,,6,79,"12 N Langham, ",,523,52.58333,1065,-106.91667,band
73803726,A76,3,39,4,,0,8,23,2007,PT ,,6,79,"12 N Langham, ",,523,52.58333,1065,-106.91667,band
73803727,A77,3,39,4,D,0,8,24,2007,PT ,,6,79,"12 SW Battleford, ",,523,52.58333,1082,-108.41667,band
73803728,A78,3,39,4,,0,8,24,2007,PT ,,6,79,"11 S OF FIELDING, ",,522,52.41667,1073,-107.58333,band
73803729,A79,3,39,4,,0,8,24,2007,PT ,,6,79,"11 S OF FIELDING, ",,522,52.41667,1073,-107.58333,band
73803730,A80,3,39,4,,0,8,25,2007,PT ,,6,79,"PRINCE ALBERT, ",,531,53.25,1054,-105.75,band
73803731,A81,3,39,4,,0,9,7,2007,PT ,,6,79,"Prongua, ",,524,52.75,1083,-108.58333,band
73803752,A0,3,39,4,,0,8,6,2009,PT ,,6,79,S of Onion Lake SK,ONS1,533,53.6125,1095,-109.85389,band
73803753,A1,3,39,4,,0,8,6,2009,PT ,,6,79,S of Onion Lake SK,ONS1,533,53.6125,1095,-109.85389,band
73803754,A2,3,39,4,,0,8,8,2009,PT ,,6,79,Prongua(Prongua SK,PR2,524,52.76417,1083,-108.59472,band
73803755,A3,3,39,4,,0,8,8,2009,PT ,,6,79,Prongua(Prongua SK,PR2,524,52.76417,1083,-108.59472,band
73803756,A4,3,39,4,,0,8,8,2009,PT ,,6,79,Prongua(Prongua SK,PR1,524,52.69528,1083,-108.58222,band
73803757,A5,3,39,4,,0,8,8,2009,PT ,,6,79,Prongua(Prongua SK,PR1,524,52.69528,1083,-108.58222,band
73803758,A6,3,39,4,,0,8,8,2009,PT ,,6,79,West of Vawn SK,VNW1,530,53.12389,1085,-108.90472,band
73803759,A7,3,39,4,,0,8,8,2009,PT ,,6,79,West of Vawn SK,VNW1,530,53.12389,1085,-108.90472,band
73803760,A8,3,39,4,,0,8,8,2009,PT ,,6,79,"Edam(Edam, SK",EDE1,531,53.25278,1084,-108.70583,band
73803761,A9,3,39,4,,0,8,8,2009,PT ,,6,79,"Edam(Edam, SK",EDE1,531,53.25278,1084,-108.70583,band
73803762,A82,3,39,4,,0,8,8,2009,PT ,,6,79,East of Edam SK,ED1,531,53.27833,1083,-108.63417,band
73803763,A83,3,39,4,,0,8,8,2009,PT ,,6,79,East of Edam SK,ED1,531,53.27833,1083,-108.63417,band
73803764,A84,3,39,4,,0,8,8,2009,PT ,,6,79,Cater(Cater SK,CT1,532,53.37583,1080,-108.02083,band
73803765,A85,3,39,4,,0,8,8,2009,PT ,,6,79,Cater(Cater SK,CT1,532,53.37583,1080,-108.02083,band
73803766,A86,3,39,4,,0,9,8,2009,PT ,,6,79,"North of Langham SK, ",LHN1,523,52.59472,1065,-106.90111,band
73803767,A87,3,39,4,F,0,8,10,2009,PT ,,6,79,Shell Lake SK,SL1,531,53.19556,1070,-107.07528,band
73803768,A88,3,39,4,,0,8,30,2009,PT ,,6,79,"Hagen(Hagen SK), ",HA1,525,52.98083,1053,-105.65611,band
73803769,A89,3,39,4,,0,8,30,2009,PT ,,6,79,"Hagen(Hagen SK), ",HA1,525,52.98083,1053,-105.65611,band
73803770,A90,3,39,4,,0,8,30,2009,PT ,,6,79,"Foxford(Foxford SK), ",FX1,532,53.43194,1050,-105.15,band
73803771,A91,3,39,4,F,0,8,23,2009,PT ,,6,79,"East of Glaslyn SK, ",GLE1,532,53.37278,1081,-108.19639,band
73803772,A92,3,39,4,,0,8,24,2009,PT ,,6,79,West of Strasbourg SK,SGW1,510,51.02083,1050,-105.03222,band
73803773,A93,3,39,4,,0,8,24,2009,PT ,,6,79,West of Strasbourg SK,SGW1,510,51.02083,1050,-105.03222,band
73803774,A94,3,39,4,,0,8,25,2009,PT ,,6,79,"Borden (Borden SK), ",BN1,522,52.34056,1071,-107.24694,band
73803775,A95,3,39,4,,0,8,25,2009,PT ,,6,79,"Borden (Borden SK), ",BN1,522,52.34056,1071,-107.24694,band
73803776,A96,3,39,4,,0,8,25,2009,PT ,,6,79,"Borden(Borden SK), ",BN2,522,52.395,1071,-107.32139,band
73803777,A97,3,39,4,F,0,8,25,2009,PT ,,6,79,North of Duck Lake,DUN1,525,52.90278,1061,-106.3175,band
73803778,A98,3,39,4,E,0,8,25,2009,PT ,,6,79,West of MacDowall ,MDW1,530,53.00778,1061,-106.31278,band
73803779,A99,3,39,4,,0,8,28,2009,PT ,,6,79,"North of Leoville SK, ",LVN1,534,53.67111,1073,-107.52167,band
73803780,S0,3,39,4,,0,8,5,2009,PT ,,6,79,8.1 mi NE of Tuxford SK,TXE1,503,50.66611,1052,-105.46778,band
73803781,S1,3,39,4,,0,8,5,2009,PT ,,6,79,8.1 mi NE of Tuxford SK,TXE1,503,50.66611,1052,-105.46778,band
73803782,S2,3,39,4,,0,8,5,2009,PT ,,6,79,"Markinch SK, ",MR1,505,50.93889,1042,-104.35944,band
73803783,S3,3,39,4,,0,8,5,2009,PT ,,6,79,"Markinch SK, ",MR1,505,50.93889,1042,-104.35944,band
73803784,S4,3,39,4,,0,8,5,2009,PT ,,6,79,9.7 mi SSW of Markinch,MRS1,504,50.80556,1042,-104.42528,band
73803785,S5,3,39,4,,0,8,5,2009,PT ,,6,79,9.7 mi SSW of Markinch,MRS1,504,50.80556,1042,-104.42528,band
73803786,S6,3,39,4,,0,8,5,2009,PT ,,6,79,9.5 mi E of Craven SK,CRE1,504,50.70361,1043,-104.59167,band
73803787,S7,3,39,4,,0,8,5,2009,PT ,,6,79,9.5 mi E of Craven SK,CRE1,504,50.70361,1043,-104.59167,band
73803788,S8,3,39,4,,0,8,6,2009,PT ,,6,79,7.6 mi SSE Indian Head,IHS1,502,50.42972,1033,-103.59472,band
73803789,S9,3,39,4,,0,8,6,2009,PT ,,6,79,7.6 mi SSE Indian Head ,IHS1,502,50.42972,1033,-103.59472,band
73803790,S10,3,39,4,,0,8,6,2009,PT ,,6,79,"Kendal(Kendal, SK), ",KN1,501,50.25889,1033,-103.64333,band
73803791,S11,3,39,4,,0,8,6,2009,PT ,,6,79,"Kendal(Kendal, SK), ",KN1,501,50.25889,1033,-103.64333,band
73803792,S12,3,39,4,,0,8,6,2009,PT ,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73803793,S13,3,39,4,,0,8,6,2009,PT ,,6,79,8.7 mi SSE of Oakshela,OKS1,501,50.27583,1024,-102.71,band
73803794,S14,3,39,4,E,0,8,7,2009,PT ,,6,79,East of Parkerview SK,PVE1,512,51.35611,1030,-103.16167,band
73803795,S15,3,39,4,,0,8,7,2009,PT ,,6,79,"East of Meacham, ",MEE1,520,52.14556,1053,-105.57222,band
73803796,S16,3,39,4,,0,8,7,2009,PT ,,6,79,"East of Meacham, ",MEE1,520,52.14556,1053,-105.57222,band
73803797,S17,3,39,4,,0,8,8,2009,PT ,,6,79,"Victoire(Victoire SK), ",VC1,533,53.55972,1070,-107.0375,band
73803798,S18,3,39,4,,0,8,8,2009,PT ,,6,79,Canwood SK,CD8,532,53.39639,1063,-106.60806,band
73803799,S19,3,39,4,,0,8,8,2009,PT ,,6,79,Canwood SK,CD8,532,53.39639,1063,-106.60806,band
73803800,S20,3,39,4,,0,8,8,2009,PT ,,6,79,Canwood SK,CD1,532,53.4325,1063,-106.64222,band
73804501,B0,3,39,4,,0,7,29,2008,PT ,,6,79,"12 N Langham, ",,523,52.58333,1065,-106.91667,band
73804502,B1,3,39,4,,0,7,29,2008,PT ,,6,79,"12 N Langham, ",,523,52.58333,1065,-106.91667,band
73804503,B2,3,39,4,,0,8,4,2008,PT ,,6,79,"5 S Onion Lake, ",,533,53.58333,1095,-109.91667,band
73804504,B3,3,39,4,,0,8,4,2008,PT ,,6,79,"5 S Onion Lake, ",,533,53.58333,1095,-109.91667,band
73804505,B4,3,39,4,,0,8,4,2008,PT ,,6,79,"East of Edam, ",,531,53.25,1083,-108.58333,band
73804506,B5,3,39,4,,0,8,4,2008,PT ,,6,79,"East of Edam, ",,531,53.25,1083,-108.58333,band
73804507,B6,3,39,4,,0,8,4,2008,PT ,,6,79,"Paynton, ",,530,53.08333,1085,-108.91667,band
73804508,B7,3,39,4,,0,8,4,2008,PT ,,6,79,"Paynton, ",,530,53.08333,1085,-108.91667,band
73804509,B8,3,39,4,,0,8,4,2008,PT ,,6,79,"Prongua, ",,524,52.75,1083,-108.58333,band
73804510,B9,3,39,4,,0,8,4,2008,PT ,,6,79,"Prongua, ",,524,52.75,1083,-108.58333,band
73804511,B10,3,39,4,,0,8,5,2008,PT ,,6,79,"7  W OF LEOVILLE, ",,533,53.58333,1074,-107.75,band
73804512,B11,3,39,4,,0,8,5,2008,PT ,,6,79,"7  W OF LEOVILLE, ",,533,53.58333,1074,-107.75,band
73804513,B12,3,39,4,,0,8,5,2008,PT ,,6,79,"PASCAL, ",,533,53.58333,1070,-107.08333,band
73804514,B13,3,39,4,,0,8,5,2008,PT ,,6,79,"PASCAL, ",,533,53.58333,1070,-107.08333,band
73804515,B14,3,39,4,,0,8,5,2008,PT ,,6,79,"7  E OF DEBDEN, ",,533,53.58333,1064,-106.75,band
73804516,B15,3,39,4,,0,8,5,2008,PT ,,6,79,"7  E OF DEBDEN, ",,533,53.58333,1064,-106.75,band
73804517,B16,3,39,4,,0,8,5,2008,PT ,,6,79,"11 E OF BIG RIVER, ",,534,53.75,1064,-106.75,band
73804518,B17,3,39,4,,0,8,5,2008,PT ,,6,79,"11 E OF BIG RIVER, ",,534,53.75,1064,-106.75,band
73804519,B18,3,39,4,,0,8,6,2008,PT ,,6,79,"8 W Pas Trail, ",,533,53.58333,1035,-103.91667,band
73804520,B19,3,39,4,,0,8,6,2008,PT ,,6,79,"8 W Pas Trail, ",,533,53.58333,1035,-103.91667,band
73804521,B20,3,39,4,,0,8,6,2008,PT ,,6,79,"15 N Garrick, ",,534,53.75,1041,-104.25,band
73804522,B21,3,39,4,,0,8,6,2008,PT ,,6,79,"14 E CARROT RIVER, ",,531,53.25,1031,-103.25,band
73804523,B22,3,39,4,,0,8,6,2008,PT ,,6,79,"14 E CARROT RIVER, ",,531,53.25,1031,-103.25,band
73804524,B23,3,39,4,,0,8,6,2008,PT ,,6,79,11 E OF ARBORFIELD,,530,53.08333,1032,-103.41667,band
73804525,B24,3,39,4,,0,8,6,2008,PT ,,6,79,11 E OF ARBORFIELD,,530,53.08333,1032,-103.41667,band
73804526,B25,3,39,4,,0,8,6,2008,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73804527,B26,3,39,4,,0,8,6,2008,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73804528,B27,3,39,4,,0,8,6,2008,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73804529,B28,3,39,4,,0,8,6,2008,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73804530,B29,3,39,4,,0,8,6,2008,PT ,,6,79,"11 S OF CHELAN, ",,522,52.41667,1032,-103.41667,band
73804531,B30,3,39,4,,0,8,6,2008,PT ,,6,79,"11 S OF CHELAN, ",,522,52.41667,1032,-103.41667,band
73804532,B31,3,39,4,,0,8,6,2008,PT ,,6,79,"11 S OF CHELAN, ",,522,52.41667,1032,-103.41667,band
73804533,B32,3,39,4,,0,8,6,2008,PT ,,6,79,"11 S OF CHELAN, ",,522,52.41667,1032,-103.41667,band
73804534,B33,3,39,4,,0,8,6,2008,PT ,,6,79,5 mi East of Kelvington,,521,52.25,1032,-103.41667,band
73804535,B34,3,39,4,,0,8,6,2008,PT ,,6,79,5 mi East of Kelvington,,521,52.25,1032,-103.41667,band
73804536,B35,3,39,4,,0,8,6,2008,PT ,,6,79,"11 S OF CHELAN, ",,522,52.41667,1032,-103.41667,band
73804537,B36,3,39,4,,0,8,7,2008,PT ,,6,79,"KELVINGTON, ",,521,52.25,1033,-103.58333,band
73804538,B37,3,39,4,,0,8,7,2008,PT ,,6,79,"KELVINGTON, ",,521,52.25,1033,-103.58333,band
73804539,B38,3,39,4,,0,8,7,2008,PT ,,6,79,"KELVINGTON, ",,521,52.25,1033,-103.58333,band
73804540,B39,3,39,4,,0,8,7,2008,PT ,,6,79,"KELVINGTON, ",,521,52.25,1033,-103.58333,band
73804541,B40,3,39,4,,0,8,7,2008,PT ,,6,79,"4 S Norquay, ",,514,51.75,1020,-102.08333,band
73804542,B41,3,39,4,,0,8,7,2008,PT ,,6,79,"4 S Norquay, ",,514,51.75,1020,-102.08333,band
73804543,B42,3,39,4,,0,8,9,2008,PT ,,6,79,"BORDEN, ",,522,52.41667,1071,-107.25,band
73804544,B43,3,39,4,,0,8,9,2008,PT ,,6,79,"BORDEN, ",,522,52.41667,1071,-107.25,band
73804545,B44,3,39,4,,0,8,11,2008,PT ,,6,79,"7  W OF MEACHAM, ",,520,52.08333,1055,-105.91667,band
73804546,B45,3,39,4,E,0,8,11,2008,PT ,,6,79,"Parkerview, ",,512,51.41667,1031,-103.25,band
73804547,B46,3,39,4,,0,8,11,2008,PT ,,6,79,5 mi E of Parkerview,,512,51.41667,1030,-103.08333,band
73804548,B47,3,39,4,,0,8,11,2008,PT ,,6,79,5 mi E of Parkerview,,512,51.41667,1030,-103.08333,band
73804549,B48,3,39,4,,0,8,11,2008,PT ,,6,79,"Grayson, ",,504,50.75,1023,-102.58333,band
73804550,B49,3,39,4,,0,8,11,2008,PT ,,6,79,"Grayson, ",,504,50.75,1023,-102.58333,band
73804551,B50,3,39,4,,0,8,11,2008,PT ,,6,79,"Grayson, ",,504,50.75,1023,-102.58333,band
73804552,B51,3,39,4,,0,8,11,2008,PT ,,6,79,"Grayson, ",,504,50.75,1023,-102.58333,band
73804553,B52,3,39,4,,0,8,11,2008,PT ,,6,79,"LEROSS, ",,511,51.25,1035,-103.91667,band
73804554,B53,3,39,4,,0,8,11,2008,PT ,,6,79,"LEROSS, ",,511,51.25,1035,-103.91667,band
73804555,B54,3,39,4,,0,8,11,2008,PT ,,6,79,11 N OF KENDAL STA,,502,50.41667,1033,-103.58333,band
73804556,B55,3,39,4,,0,8,11,2008,PT ,,6,79,11 N OF KENDAL STA,,502,50.41667,1033,-103.58333,band
73804557,B56,3,39,4,F,0,8,12,2008,PT ,,6,79,"Kendal, ",,501,50.25,1033,-103.58333,band
73804558,B57,3,39,4,,0,8,12,2008,PT ,,6,79,"East of Fillmore, ",,495,49.91667,1031,-103.25,band
73804559,B58,3,39,4,,0,8,12,2008,PT ,,6,79,"East of Fillmore, ",,495,49.91667,1031,-103.25,band
73804560,B59,3,39,4,,0,8,12,2008,PT ,,6,79,"East of Craven, ",,504,50.75,1043,-104.58333,band
73804561,B60,3,39,4,,0,8,12,2008,PT ,,6,79,"East of Craven, ",,504,50.75,1043,-104.58333,band
73804562,B61,3,39,4,,0,8,12,2008,PT ,,6,79,"Markinch, ",,505,50.91667,1042,-104.41667,band
73804563,B62,3,39,4,,0,8,12,2008,PT ,,6,79,"Earl Grey, ",,505,50.91667,1044,-104.75,band
73804564,B63,3,39,4,,0,8,12,2008,PT ,,6,79,"Earl Grey, ",,505,50.91667,1044,-104.75,band
73804565,B64,3,39,4,,0,8,13,2008,PT ,,6,79,"Maymont, ",,523,52.58333,1074,-107.75,band
73804566,B65,3,39,4,,0,8,13,2008,PT ,,6,79,"Maymont, ",,523,52.58333,1074,-107.75,band
73804567,B66,3,39,4,,0,8,13,2008,PT ,,6,79,"RADISSON, ",,522,52.41667,1072,-107.41667,band
73804568,B67,3,39,4,,0,8,13,2008,PT ,,6,79,"RADISSON, ",,522,52.41667,1072,-107.41667,band
73804569,B68,3,39,4,,0,8,14,2008,PT ,,6,79,CHRISTOPHER LAKE,,533,53.58333,1054,-105.75,band
73804570,B69,3,39,4,,0,8,14,2008,PT ,,6,79,CHRISTOPHER LAKE,,533,53.58333,1054,-105.75,band
73804571,B70,3,39,4,,0,8,14,2008,PT ,,6,79,"MEATH PARK, ",,532,53.41667,1052,-105.41667,band
73804572,B71,3,39,4,,0,8,14,2008,PT ,,6,79,"MEATH PARK, ",,532,53.41667,1052,-105.41667,band
73804573,B72,3,39,4,F,0,8,14,2008,PT ,,6,79,11 S OF MESKANAW,,523,52.58333,1050,-105.08333,band
73804574,B73,3,39,4,,0,8,16,2008,PT ,,6,79,"8 W Pleasantdale, ",,523,52.58333,1044,-104.75,band
73804575,B74,3,39,4,,0,8,16,2008,PT ,,6,79,"8 W Pleasantdale, ",,523,52.58333,1044,-104.75,band
73804576,B75,3,39,4,F,0,8,17,2008,PT ,,6,79,7  E OF ARCHERWILL,,522,52.41667,1034,-103.75,band
73804577,B76,3,39,4,H,0,8,18,2008,PT ,,6,79,"7  E OF PAYNTON, ",,530,53.08333,1084,-108.75,band
73804578,B77,3,39,4,,0,8,18,2008,PT ,,6,79,"Cater, ",,532,53.41667,1080,-108.08333,band
73804579,B78,3,39,4,,0,8,18,2008,PT ,,6,79,"Cater, ",,532,53.41667,1080,-108.08333,band
73804580,B79,3,39,4,,0,8,18,2008,PT ,,6,79,"Cater, ",,532,53.41667,1080,-108.08333,band
73804581,B80,3,39,4,,0,8,18,2008,PT ,,6,79,"Cater, ",,532,53.41667,1080,-108.08333,band
73804582,B81,3,39,4,,0,8,18,2008,PT ,,6,79,"Cater, ",,532,53.41667,1080,-108.08333,band
73804583,B82,3,39,4,,0,8,18,2008,PT ,,6,79,"Canwood, ",,532,53.41667,1063,-106.58333,band
73804584,B83,3,39,4,,0,8,18,2008,PT ,,6,79,"Canwood, ",,532,53.41667,1063,-106.58333,band
73804585,B84,3,39,4,,0,8,18,2008,PT ,,6,79,"11 N OF CANWOOD, ",,533,53.58333,1063,-106.58333,band
73804586,B85,3,39,4,,0,8,18,2008,PT ,,6,79,"11 N OF CANWOOD, ",,533,53.58333,1063,-106.58333,band
73804587,B86,3,39,4,,0,8,20,2008,PT ,,6,79,"RUDDELL, ",,523,52.58333,1075,-107.91667,band
73804588,B87,3,39,4,,0,8,24,2008,PT ,,6,79,"11 N OF WHITE FOX, ",,533,53.58333,1040,-104.08333,band
73804589,B88,3,39,4,,0,8,24,2008,PT ,,6,79,"11 N OF WHITE FOX, ",,533,53.58333,1040,-104.08333,band
73804590,B89,3,39,4,F,0,8,24,2008,PT ,,6,79,"PORCUPINE PLAIN, ",,523,52.58333,1031,-103.25,band
73804591,B90,3,39,4,,0,8,24,2008,PT ,,6,79,"West of Chelan, ",,523,52.58333,1033,-103.58333,band
73804592,B91,3,39,4,,0,8,24,2008,PT ,,6,79,"West of Chelan, ",,523,52.58333,1033,-103.58333,band
73804593,B92,3,39,4,F,0,8,24,2008,PT ,,6,79,"ARCHERWILL, ",,522,52.41667,1035,-103.91667,band
73804594,B93,3,39,4,,0,9,2,2008,PT ,,6,79,"BORDEN, ",,522,52.41667,1071,-107.25,band
73804595,B94,3,39,4,,0,9,2,2008,PT ,,6,79,"BORDEN, ",,522,52.41667,1071,-107.25,band
73804596,B95,3,39,4,,0,9,4,2008,PT ,,6,79,"11 S OF HOLBEIN, ",,530,53.08333,1061,-106.25,band
73804597,B96,3,39,4,,0,9,19,2008,PT,,6,79,"St. Brieux, ",,523,52.58333,1045,-104.91667,band
73804598,B97,3,39,4,,0,9,19,2008,PT,,6,79,"St. Brieux, ",,523,52.58333,1045,-104.91667,band
73804601,S21,3,39,4,,0,8,8,2009,PT,,6,79,Canwood SK,CD1,532,53.4325,1063,-106.64222,band
73804602,S22,3,39,4,,0,8,8,2009,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73804603,S23,3,39,4,,0,8,8,2009,PT,,6,79,"West of Canwood SK, ",CDW1,532,53.48556,1064,-106.70444,band
73804604,S24,3,39,4,,0,8,8,2009,PT,,6,79,"East of Debden SK, ",DBE1,533,53.61639,1064,-106.80167,band
73804605,S25,3,39,4,,0,8,9,2009,PT,,6,79,Radisson SK,RD1,522,52.40583,1072,-107.49111,band
73804606,S26,3,39,4,,0,8,9,2009,PT,,6,79,Radisson SK,RD1,522,52.40583,1072,-107.49111,band
73804607,S27,3,39,4,,0,8,9,2009,PT,,6,79,"West of Radisson SK, ",RDW1,522,52.46389,1073,-107.54111,band
73804608,S28,3,39,4,,0,8,9,2009,PT,,6,79,Maymont SK,MY1,523,52.55056,1074,-107.78583,band
73804609,S29,3,39,4,,0,8,9,2009,PT,,6,79,Maymont SK,MY1,523,52.55056,1074,-107.78583,band
73804610,S30,3,39,4,,0,8,9,2009,PT,,6,79,Baljennie SK,BJ1,523,52.50139,1075,-107.95694,band
73804611,S31,3,39,4,,0,8,9,2009,PT,,6,79,Baljennie SK,BJ1,523,52.50139,1075,-107.95694,band
73804612,S32,3,39,4,,0,8,10,2009,PT,,6,79,Christopher Lake SK,XL1,533,53.53194,1054,-105.81361,band
73804613,S33,3,39,4,,0,8,10,2009,PT,,6,79,Paddockwood SK,PD1,533,53.5975,1053,-105.52861,band
73804614,S34,3,39,4,,0,8,10,2009,PT,,6,79,Weirdale SK,WD1,532,53.37028,1051,-105.19694,band
73804615,S35,3,39,4,,0,8,10,2009,PT,,6,79,Weirdale SK,WD1,532,53.37028,1051,-105.19694,band
73804616,S36,3,39,4,,0,8,10,2009,PT,,6,79,"West of Pas Trail SK, ",,533,53.51056,1035,-103.88667,band
73804617,S37,3,39,4,,0,8,10,2009,PT,,6,79,"West of Pas Trail SK, ",,533,53.51056,1035,-103.88667,band
73804618,S38,3,39,4,,0,8,10,2009,PT,,6,79,"West of Pas Trail SK, ",,533,53.52694,1035,-103.94778,band
73804619,S39,3,39,4,,0,8,10,2009,PT,,6,79,"West of Pas Trail SK, ",,533,53.52694,1035,-103.94778,band
73804620,S40,3,39,4,,0,8,11,2009,PT,,6,79,"North of Garrick SK, ",GAN1,534,53.67833,1041,-104.2175,band
73804621,S41,3,39,4,,0,8,11,2009,PT,,6,79,"North of Garrick SK, ",GAN1,534,53.67833,1041,-104.2175,band
73804622,S42,3,39,4,,0,8,11,2009,PT,,6,79,13 mi E of Carrot River,CTE1,531,53.30361,1031,-103.27222,band
